Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Opposition
U-15,Start,Pass,0,0,74,43,76,30,Valeo
U-15,Middle,Pass,0,0,75,30,69,35,Valeo
U-15,Middle,Pass,0,0,71,33,87,33,Valeo
U-15,End,Sustained Possesion,0,0,89,35,-,-,Valeo
U-15,Start,Cross,0,0,2,4,-,-,Valeo
U-15,End,Corner Kick,0,0,4,59,-,-,Valeo
U-15,Start,Dribble,0,0,20,17,9,21,Valeo
U-15,Middle,Pass,0,0,7,21,11,26,Valeo
U-15,End,Counterpress,0,0,7,39,-,-,Valeo
U-15,Start,Pass,0,0,9,69,14,80,Valeo
U-15,End,Counterpress,0,0,14,81,-,-,Valeo
