Team,Player,Event,Mins,Secs,X,Y,X2,Y2
U19,Start,Pass,80,25,17,4,18,24
U19,Middle,Pass,80,33,18,24,19,37
U19,End,Sustained Possession,80,45,19,37,-,-
New York SC,Start,Pass,81,54,99,95,93,46
New York SC,End,Corner Kick,82,1,94,46,-,-
New York SC,Start,Dribble,85,31,16,21,5,28
New York SC,Middle,Pass,85,48,5,29,7,46
New York SC,Middle,Pass,86,16,7,47,12,50
New York SC,End,Cutback,86,24,12,49,-,-
U19,Solo,Penalty,87,2,89,50,-,-
