Team,Player,Event,Mins,Secs,X,Y,X2,Y2
U-16,Start,Dribble,0,0,27,77,26,61
U-16,Middle,Pass,0,0,26,60,22,36
U-16,End,Direct Play,0,0,22,35,-,-
Met Oval,Start,Dribble,0,0,79,88,93,75
Met Oval,Middle,Pass,0,0,94,77,83,52
Met Oval,End,Direct Play,0,0,83,50,-,-
