Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Opposition
U-16,Start,Dribble,0,0,67,25,74,35,Cedar Stars
U-16,Middle,Pass,0,0,76,38,82,40,Cedar Stars
U-16,Middle,Dribble,0,0,84,43,87,55,Cedar Stars
U-16,End,Sustained Possesion,0,0,86,57,-,-,Cedar Stars
