Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Opposition
Conneticut United,Start,Cut back,0,0,34,18,11,43,Connecticut United
Conneticut United,End,Counter attack,0,0,11,42,-,-,Connecticut United
Conneticut United,Start,Pass,0,0,64,91,82,60,Connecticut United
Conneticut United,Middle,Dribble,0,0,84,60,95,65,Connecticut United
Conneticut United,End,Counter attack,0,0,95,64,-,-,Connecticut United
Conneticut United,Start,Dribble,0,0,79,91,94,84,Connecticut United
Conneticut United,Middle,Cross,0,0,94,82,94,45,Connecticut United
Conneticut United,End,Direct Play,0,0,93,43,-,-,Connecticut United
