Team,Player,Event,Mins,Secs,X,Y,X2,Y2
U17,Start,Pass,33,53,30,51,28,28
U17,Middle,Pass,33,53,28,27,77,19
U17,Middle,Dribble,33,53,78,19,98,21
U17,Middle,Pass,33,53,99,21,95,44
U17,End,Direct Play,33,53,96,44,-,-
Westchester,Solo,Penalty,33,53,89,50,-,-
