Team,Player,Event,Mins,Secs,X,Y,X2,Y2
U17,Solo,Penalty,71,33,11,50,-,-
Cedar Stars,Start,Pass,74,1,66,13,92,49
Cedar Stars,End,Free Kick,74,9,92,49,-,-
