Team,Player,Event,X,Y,X2,Y2,Opposition,Bolts Team,Category,Sequence_ID
U19,End,Sustained Possession,16,33,,,Seacoast,U19,Sustained Possession,244
Seacoast,Start,Dribble,71,83,71.0,74.0,Seacoast,U19,Sustained Possession,245
Seacoast,Middle,Pass,71,74,86.0,71.0,Seacoast,U19,Sustained Possession,245
Seacoast,Middle,Pass,86,71,89.0,53.0,Seacoast,U19,Sustained Possession,245
Seacoast,Middle,Dribble,89,53,94.0,55.0,Seacoast,U19,Sustained Possession,245
Seacoast,End,Sustained Possession,94,55,,,Seacoast,U19,Sustained Possession,245
Toronto,Start,Dribble,16,71,7.0,70.0,Toronto,U19,Cutback,246
Toronto,Middle,Pass,7,70,8.0,55.0,Toronto,U19,Cutback,246
Toronto,End,Cutback,8,55,,,Toronto,U19,Cutback,246
U19,Start,Dribble,86,58,88.0,46.0,Toronto,U19,Press,247
U19,End,Press,88,46,,,Toronto,U19,Press,247
U19,Start,Pass,99,2,95.0,55.0,Toronto,U19,Corner Kick,248
U19,End,Corner Kick,95,55,,,Toronto,U19,Corner Kick,248
